54	53	12	53	9	57	12	12	11	11	11	12	11	11	57	9	54	12	12	54	12	9	12	54	9	9	11	57	57	11	53	12	5	12	12	11	11	8	8	9	54	8	12	11	11	8	12	57	11	56	56	12	12	8	12	12	8	57	9	8	11	57	5	56	11	12	54	11	9	54	9	12	11	9	12	54	57	12	11	57	12	57	6	11	11	9	57	11	53	57	12	12	9	54	9	9	54	9	11	54	9	9	54	9	8	57	57	12	57	9	11	57	11	12	12	12	11	12	9	12	12	56	9	57	54	11	12	12	9	8	53	8	12	11	11	11	54	56	56	12	9	12	12	57	57	54	57	9	12	12	11	53	57	6	11	12	9	11	8	54	12	9	11	54	54	54	54	9	9	8	12	11	54	8	12	12	12	12	57	56	12	9	57	8	12	8	57	11	57	56	56	11	54	12	57	9	8	5	9	11
14	13	17	16	55	21	17	21	23	63	16	66	17	21	57	20	7	23	67	15	14	18	18	61	61	23	27	25	18	19	18	23	12	19	59	19	19	63	59	65	58	21	16	25	15	22	17	60	61	18	13	23	15	61	17	28	59	13	8	28	9	19	13	25	19	18	18	21	16	27	17	55	9	60	19	19	15	63	61	21	58	20	9	57	18	54	15	68	11	22	60	27	18	72	13	68	15	21	17	29	16	19	17	13	14	22	22	64	15	66	15	18	20	25	60	57	24	12	17	56	20	17	59	21	9	65	21	18	12	20	13	67	60	23	20	30	22	17	9	23	15	58	16	14	18	18	13	19	54	22	19	11	17	22	19	20	19	24	14	15	16	62	19	57	14	13	11	26	15	19	10	22	11	21	24	20	13	23	18	6	68	20	19	18	20	26	18	20	11	17	12	63	23	27	17	65	15	57	13	64
73	69	31	29	26	29	31	25	28	19	8	70	65	73	22	33	13	31	63	26	18	36	34	39	20	23	27	42	21	69	78	23	12	18	17	25	36	29	14	19	16	65	24	25	17	23	20	20	20	18	27	22	20	25	29	75	18	27	63	68	14	18	20	34	31	17	26	19	65	28	17	23	17	20	58	23	24	19	30	67	17	25	61	19	25	64	22	34	22	33	21	19	22	27	24	30	24	15	21	28	19	20	40	42	20	22	20	20	18	21	21	23	26	37	26	18	16	25	70	18	29	15	19	69	18	62	68	36	66	8	21	24	19	30	29	11	76	13	60	68	26	19	28	25	70	75	22	32	17	74	19	16	17	27	22	19	25	31	68	23	31	28	20	13	14	24	13	24	21	15	12	26	29	67	44	72	30	71	27	21	37	28	38	23	24	28	18	23	19	16	19	25	29	29	22	30	64	23	28	20
36	21	39	30	22	25	38	26	27	27	13	24	20	26	16	20	68	34	32	28	15	25	32	38	16	30	35	97	70	77	41	29	28	27	23	28	15	34	66	25	30	23	34	68	76	23	26	29	29	28	30	32	25	25	43	40	20	74	59	68	22	19	66	32	32	31	33	23	23	33	19	22	57	24	19	25	26	19	86	22	67	23	68	11	30	25	71	30	26	74	24	75	29	17	30	31	19	25	32	32	22	77	26	93	35	28	24	73	67	75	29	28	23	38	24	30	20	28	24	24	26	16	19	31	20	20	23	43	69	18	25	20	21	71	30	12	65	16	28	69	33	29	75	80	18	78	21	29	26	69	18	25	27	78	31	75	25	20	35	34	39	33	20	24	16	25	28	28	20	20	25	28	34	22	34	29	33	27	23	29	24	35	48	29	18	33	41	22	19	24	29	22	33	25	37	25	70	23	34	23
36	12	86	30	25	70	25	25	16	30	24	30	31	31	23	22	21	34	27	21	25	70	41	17	22	34	16	107	27	31	38	73	30	22	23	39	26	33	14	29	35	26	34	28	31	73	17	37	81	27	30	36	25	25	43	79	18	23	16	30	70	9	24	31	31	72	21	26	25	35	24	20	22	24	24	22	24	17	85	25	30	24	38	16	33	28	35	36	31	20	22	42	30	23	32	34	22	29	20	32	21	97	34	23	36	19	37	36	38	31	29	29	27	39	64	37	35	29	29	22	24	16	29	28	18	20	28	37	28	23	23	65	30	57	78	64	23	12	33	29	30	26	29	36	25	27	21	23	11	36	20	22	30	64	15	29	24	25	19	43	32	38	20	19	23	25	27	32	27	55	29	41	37	26	36	39	38	43	33	20	19	76	24	16	71	39	38	26	19	34	36	34	33	21	37	32	22	23	29	22
25	16	48	30	33	35	26	30	16	23	70	76	35	37	28	29	27	13	30	20	66	28	46	22	22	38	19	57	28	31	31	72	30	31	29	47	27	34	27	29	36	71	19	31	71	39	65	48	44	40	31	26	26	22	36	36	5	25	23	35	78	22	25	71	35	22	33	21	39	35	26	30	27	24	30	32	27	17	63	33	35	20	34	15	78	17	23	23	45	22	19	99	30	24	24	25	28	27	22	79	26	37	37	16	37	20	35	40	38	21	44	33	28	17	24	35	34	27	40	30	67	7	42	28	25	24	76	39	28	31	29	22	37	17	23	26	25	23	32	37	29	29	27	39	23	25	21	33	23	35	24	37	15	20	24	34	15	23	73	43	31	40	20	24	15	15	14	23	33	17	69	40	36	30	33	41	37	43	36	33	32	29	19	27	72	71	28	26	19	30	42	36	35	72	37	90	27	22	35	19
27	29	44	29	75	37	15	33	10	23	70	30	29	38	28	33	29	15	37	24	30	31	49	27	22	26	22	61	41	45	45	27	31	22	25	35	22	33	28	29	44	22	66	35	30	73	20	48	34	87	32	64	35	26	25	51	69	30	70	27	41	74	70	36	40	27	79	20	44	23	35	21	15	24	26	29	36	30	26	33	37	23	34	22	31	17	26	11	31	22	23	65	14	28	24	34	31	67	27	37	27	20	40	10	37	33	36	17	41	15	44	33	29	19	35	39	36	84	42	39	75	18	55	24	23	29	21	43	28	35	26	17	33	20	67	20	26	27	28	35	29	33	38	27	22	42	8	36	17	38	32	38	24	64	30	35	22	12	25	43	40	38	20	15	21	16	26	69	58	15	24	40	40	25	78	36	17	87	36	36	26	33	22	27	73	38	29	27	19	39	34	32	35	69	36	40	31	31	34	23
19	19	44	29	34	39	15	66	21	20	70	28	35	36	29	20	29	27	39	13	15	31	27	30	23	18	73	61	27	43	39	33	17	31	27	37	21	17	33	15	50	33	25	15	32	29	31	54	32	43	28	20	73	25	33	39	58	22	73	25	17	21	29	44	39	26	41	30	34	31	39	21	10	23	29	35	31	30	29	22	31	79	21	23	20	21	25	13	32	25	26	25	22	29	28	32	20	67	18	42	33	23	41	23	38	24	36	21	28	23	36	34	30	24	39	45	24	83	42	29	44	14	54	29	24	39	25	54	30	70	33	25	37	24	35	20	26	23	36	32	47	28	32	28	22	41	17	38	22	38	78	39	30	25	22	37	70	24	25	34	35	30	20	20	72	65	31	27	56	13	64	41	39	31	70	35	70	44	25	39	22	18	10	28	28	40	27	66	10	37	84	27	35	27	24	37	35	31	28	23
19	20	44	29	22	36	26	71	7	30	22	33	31	29	21	70	14	31	51	17	33	31	30	21	73	65	22	61	30	33	36	23	23	35	36	37	32	20	33	19	50	42	27	29	30	32	29	54	37	43	28	36	27	26	23	44	24	10	73	27	23	27	34	48	39	24	51	37	43	39	43	23	12	24	44	23	28	30	34	30	37	30	25	23	27	26	29	29	31	30	25	25	62	39	31	30	20	67	25	35	26	38	29	24	28	38	36	18	27	28	34	24	26	23	40	55	32	74	27	30	47	20	56	24	71	44	28	43	38	32	21	30	28	19	36	31	25	27	27	37	50	31	28	28	23	40	33	42	73	39	40	91	29	25	25	42	23	20	27	42	39	30	9	29	40	31	41	27	55	21	22	43	28	26	33	33	31	46	39	23	35	11	14	36	32	25	30	21	18	43	37	38	35	34	22	27	28	17	22	19
20	32	0	0	22	28	25	33	6	33	23	30	68	27	18	24	24	76	52	8	27	39	30	17	36	81	27	61	41	40	38	31	22	40	37	37	32	14	31	68	50	40	39	20	38	28	15	39	36	38	28	40	18	26	31	39	24	29	31	31	27	34	39	38	39	36	47	30	86	44	38	27	0	0	53	31	28	30	40	31	44	35	23	23	34	27	29	72	33	36	25	33	15	35	36	30	20	67	31	32	82	35	39	23	32	32	36	41	35	23	34	42	32	26	32	45	37	74	33	16	53	29	56	33	22	51	30	28	24	44	24	24	31	22	29	24	18	22	33	33	34	40	60	15	23	40	36	29	36	36	44	49	25	24	73	43	26	28	18	37	46	30	6	23	42	34	37	36	57	20	29	49	77	36	33	25	35	37	42	47	19	59	24	38	34	19	20	10	25	51	38	33	23	33	25	32	33	24	0	0
